Subject	Object	IRI	DiseaseLocation	Direct	Inherited
EFO:0800475	(S)-3-hydroxybutyrylcarnitine measurement	http://www.ebi.ac.uk/efo/EFO_0800475		0	0
EFO:0800476	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800476		0	0
EFO:0800477	oleoylcholine measurement	http://www.ebi.ac.uk/efo/EFO_0800477		0	0
EFO:0800478	arachidonoylcholine measurement	http://www.ebi.ac.uk/efo/EFO_0800478		0	0
EFO:0800479	docosahexaenoylcholine measurement	http://www.ebi.ac.uk/efo/EFO_0800479		0	0
EFO:0800480	palmitoloelycholine measurement	http://www.ebi.ac.uk/efo/EFO_0800480		0	0
EFO:0800481	dihomo-linolenoyl-choline measurement	http://www.ebi.ac.uk/efo/EFO_0800481		0	0
EFO:0800482	eicosapentaenoylcholine measurement	http://www.ebi.ac.uk/efo/EFO_0800482		0	0
EFO:0800483	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3) measurement	http://www.ebi.ac.uk/efo/EFO_0800483		0	0
EFO:0800484	1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3) measurement	http://www.ebi.ac.uk/efo/EFO_0800484		0	0
EFO:0800485	phosphatidylcholine (14:0/14:0, 16:0/12:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800485		0	0
EFO:0800486	phosphatidylcholine (15:0/18:1, 17:0/16:1, 16:0/17:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800486		0	0
EFO:0800487	1-oleoyl-2-docosapentaenoyl-GPC (18:1/22:5n3) measurement	http://www.ebi.ac.uk/efo/EFO_0800487		0	0
EFO:0800488	phosphatidylcholine (18:0/20:2, 20:0/18:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800488		0	0
EFO:0800489	1-linoleoyl-2-docosapentaenyol-GPC (18:2/22:5n3) measurement	http://www.ebi.ac.uk/efo/EFO_0800489		0	0
EFO:0800490	1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6) measurement	http://www.ebi.ac.uk/efo/EFO_0800490		0	0
EFO:0800491	hexadecadienoate (16:2n6) measurement	http://www.ebi.ac.uk/efo/EFO_0800491		0	0
EFO:0800492	1-myristoyl-2-eicosapentaenoyl-GPC (14:0/20:5) measurement	http://www.ebi.ac.uk/efo/EFO_0800492		0	0
EFO:0800493	palmitoleoylcarnitine (C16:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800493		0	0
EFO:0800494	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC) measurement	http://www.ebi.ac.uk/efo/EFO_0800494		0	0
EFO:0800495	palmitoyl-oleoyl-glycerol (16:0/18:1) [1] measurement	http://www.ebi.ac.uk/efo/EFO_0800495		0	0
EFO:0800496	palmitoyl-oleoyl-glycerol (16:0/18:1) [2] measurement	http://www.ebi.ac.uk/efo/EFO_0800496		0	0
EFO:0800497	oleoyl-oleoyl-glycerol (18:1/18:1) [1] measurement	http://www.ebi.ac.uk/efo/EFO_0800497		0	0
EFO:0800498	oleoyl-oleoyl-glycerol (18:1/18:1) [2] measurement	http://www.ebi.ac.uk/efo/EFO_0800498		0	0
EFO:0800499	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1] measurement	http://www.ebi.ac.uk/efo/EFO_0800499		0	0
EFO:0800500	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2] measurement	http://www.ebi.ac.uk/efo/EFO_0800500		0	0
EFO:0800501	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2] measurement	http://www.ebi.ac.uk/efo/EFO_0800501		0	0
EFO:0800502	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1] measurement	http://www.ebi.ac.uk/efo/EFO_0800502		0	0
EFO:0800503	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2] measurement	http://www.ebi.ac.uk/efo/EFO_0800503		0	0
EFO:0800504	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1] measurement	http://www.ebi.ac.uk/efo/EFO_0800504		0	0
EFO:0800505	diacylglycerol (14:0/18:1, 16:0/16:1) [1] measurement	http://www.ebi.ac.uk/efo/EFO_0800505		0	0
EFO:0800506	diacylglycerol (14:0/18:1, 16:0/16:1) [2] measurement	http://www.ebi.ac.uk/efo/EFO_0800506		0	0
EFO:0800507	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1] measurement	http://www.ebi.ac.uk/efo/EFO_0800507		0	0
EFO:0800508	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2] measurement	http://www.ebi.ac.uk/efo/EFO_0800508		0	0
EFO:0800509	diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1]) measurement	http://www.ebi.ac.uk/efo/EFO_0800509		0	0
EFO:0800510	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1] measurement	http://www.ebi.ac.uk/efo/EFO_0800510		0	0
EFO:0800511	stearoyl-arachidonoyl-glycerol (18:0/20:4) [1] measurement	http://www.ebi.ac.uk/efo/EFO_0800511		0	0
EFO:0800512	diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [1] measurement	http://www.ebi.ac.uk/efo/EFO_0800512		0	0
EFO:0800513	diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [2] measurement	http://www.ebi.ac.uk/efo/EFO_0800513		0	0
EFO:0800514	1-palmityl-GPE (O-16:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800514		0	0
EFO:0800515	1-palmityl-2-palmitoyl-GPC (O-16:0/16:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800515		0	0
EFO:0800516	N-palmitoyl-sphingadienine (d18:2/16:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800516		0	0
EFO:0800517	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800517		0	0
EFO:0800518	lactosyl-N-behenoyl-sphingosine (d18:1/22:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800518		0	0
EFO:0800519	N-behenoyl-sphingadienine (d18:2/22:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800519		0	0
EFO:0800520	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800520		0	0
EFO:0800521	N-stearoyl-sphingadienine (d18:2/18:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800521		0	0
EFO:0800522	2-hydroxybehenate measurement	http://www.ebi.ac.uk/efo/EFO_0800522		0	0
EFO:0800523	2-hydroxynervonate measurement	http://www.ebi.ac.uk/efo/EFO_0800523		0	0
EFO:0800524	N-palmitoylserine measurement	http://www.ebi.ac.uk/efo/EFO_0800524		0	0
EFO:0800525	N-oleoylserine measurement	http://www.ebi.ac.uk/efo/EFO_0800525		0	0
EFO:0800526	sphingadienine measurement	http://www.ebi.ac.uk/efo/EFO_0800526		0	0
EFO:0800527	myristoyl-linoleoyl-glycerol (14:0/18:2) [1] measurement	http://www.ebi.ac.uk/efo/EFO_0800527		0	0
EFO:0800528	myristoyl-linoleoyl-glycerol (14:0/18:2) [2] measurement	http://www.ebi.ac.uk/efo/EFO_0800528		0	0
EFO:0800529	hexadecasphingosine (d16:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800529		0	0
EFO:0800530	glycosyl ceramide (d16:1/24:1, d18:1/22:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800530		0	0
EFO:0800531	N-palmitoyl-heptadecasphingosine (d17:1/16:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800531		0	0
EFO:0800532	glycosyl ceramide (d18:2/24:1, d18:1/24:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800532		0	0
EFO:0800533	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH)) measurement	http://www.ebi.ac.uk/efo/EFO_0800533		0	0
EFO:0800534	stearoylcholine measurement	http://www.ebi.ac.uk/efo/EFO_0800534		0	0
EFO:0800535	linoleoylcholine measurement	http://www.ebi.ac.uk/efo/EFO_0800535		0	0
EFO:0800536	nisinate (24:6n3) measurement	http://www.ebi.ac.uk/efo/EFO_0800536		0	0
EFO:0800537	heneicosapentaenoate (21:5n3) measurement	http://www.ebi.ac.uk/efo/EFO_0800537		0	0
EFO:0800538	linolenoylcarnitine (C18:3) measurement	http://www.ebi.ac.uk/efo/EFO_0800538		0	0
EFO:0800539	behenoylcarnitine (C22) measurement	http://www.ebi.ac.uk/efo/EFO_0800539		0	0
EFO:0800540	arachidoylcarnitine (C20) measurement	http://www.ebi.ac.uk/efo/EFO_0800540		0	0
EFO:0800541	lignoceroylcarnitine (C24) measurement	http://www.ebi.ac.uk/efo/EFO_0800541		0	0
EFO:0800542	cerotoylcarnitine (C26) measurement	http://www.ebi.ac.uk/efo/EFO_0800542		0	0
EFO:0800543	ximenoylcarnitine (C26:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800543		0	0
EFO:0800544	arachidonoylcarnitine (C20:4) measurement	http://www.ebi.ac.uk/efo/EFO_0800544		0	0
EFO:0800545	eicosenoylcarnitine (C20:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800545		0	0
EFO:0800546	dihomo-linoleoylcarnitine (C20:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800546		0	0
EFO:0800547	dihomo-linolenoylcarnitine (C20:3n3 or 6) measurement	http://www.ebi.ac.uk/efo/EFO_0800547		0	0
EFO:0800548	docosahexaenoylcarnitine (C22:6) measurement	http://www.ebi.ac.uk/efo/EFO_0800548		0	0
EFO:0800549	nervonoylcarnitine (C24:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800549		0	0
EFO:0800550	docosapentaenoylcarnitine (C22:5n3) measurement	http://www.ebi.ac.uk/efo/EFO_0800550		0	0
EFO:0800551	glycosyl ceramide (d18:1/20:0, d16:1/22:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800551		0	0
EFO:0800552	cortolone glucuronide (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800552		0	0
EFO:0800553	phosphatidylcholine (O-18:1/20:4, O-16:0/22:5n3) measurement	http://www.ebi.ac.uk/efo/EFO_0800553		0	0
EFO:0800554	1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800554		0	0
EFO:0800555	5-dodecenoylcarnitine (C12:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800555		0	0
EFO:0800556	2-butenoylglycine measurement	http://www.ebi.ac.uk/efo/EFO_0800556		0	0
EFO:0800557	hydroxy-CMPF measurement	http://www.ebi.ac.uk/efo/EFO_0800557		0	0
EFO:0800558	2-hydroxyarachidate measurement	http://www.ebi.ac.uk/efo/EFO_0800558		0	0
EFO:0800559	N-stearoylserine measurement	http://www.ebi.ac.uk/efo/EFO_0800559		0	0
EFO:0800560	3-hydroxyoleate measurement	http://www.ebi.ac.uk/efo/EFO_0800560		0	0
EFO:0800561	dodecenedioate (C12:1-DC) measurement	http://www.ebi.ac.uk/efo/EFO_0800561		0	0
EFO:0800562	hexadecenedioate (C16:1-DC) measurement	http://www.ebi.ac.uk/efo/EFO_0800562		0	0
EFO:0800563	octadecenedioate (C18:1-DC) measurement	http://www.ebi.ac.uk/efo/EFO_0800563		0	0
EFO:0800564	heptenedioate (C7:1-DC) measurement	http://www.ebi.ac.uk/efo/EFO_0800564		0	0
EFO:0800565	octadecadienedioate (C18:2-DC) measurement	http://www.ebi.ac.uk/efo/EFO_0800565		0	0
EFO:0800566	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP) measurement	http://www.ebi.ac.uk/efo/EFO_0800566		0	0
EFO:0800567	N-acetyl-2-aminooctanoate measurement	http://www.ebi.ac.uk/efo/EFO_0800567		0	0
EFO:0800568	3-hydroxybutyroylglycine measurement	http://www.ebi.ac.uk/efo/EFO_0800568		0	0
EFO:0800569	glyco-beta-muricholate measurement	http://www.ebi.ac.uk/efo/EFO_0800569		0	0
EFO:0800570	tetradecadienoate (14:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800570		0	0
EFO:0800571	2-hydroxysebacate measurement	http://www.ebi.ac.uk/efo/EFO_0800571		0	0
EFO:0800572	dodecadienoate (12:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800572		0	0
EFO:0800573	11beta-hydroxyandrosterone glucuronide measurement	http://www.ebi.ac.uk/efo/EFO_0800573		0	0
EFO:0800574	cholic acid glucuronide measurement	http://www.ebi.ac.uk/efo/EFO_0800574		0	0
EFO:0800575	deoxycholic acid glucuronide measurement	http://www.ebi.ac.uk/efo/EFO_0800575		0	0
EFO:0800576	4-methylhexanoylglutamine measurement	http://www.ebi.ac.uk/efo/EFO_0800576		0	0
EFO:0800577	1-nonadecenoyl-GPC (19:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800577		0	0
EFO:0800578	glycoursodeoxycholic acid sulfate (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800578		0	0
EFO:0800579	lithocholate sulfate (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800579		0	0
EFO:0800580	3-hydroxyhexanoylcarnitine (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800580		0	0
EFO:0800581	3-hydroxyhexanoylcarnitine (2) measurement	http://www.ebi.ac.uk/efo/EFO_0800581		0	0
EFO:0800582	tetrahydrocortisol sulfate (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800582		0	0
EFO:0800583	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH)) measurement	http://www.ebi.ac.uk/efo/EFO_0800583		0	0
EFO:0800584	taurochenodeoxycholic acid 3-sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800584		0	0
EFO:0800585	tetradecadienedioate (C14:2-DC) measurement	http://www.ebi.ac.uk/efo/EFO_0800585		0	0
EFO:0800586	pregnenetriol sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800586		0	0
EFO:0800587	pregnenetriol disulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800587		0	0
EFO:0800588	undecenoylcarnitine (C11:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800588		0	0
EFO:0800589	3-decenoylcarnitine measurement	http://www.ebi.ac.uk/efo/EFO_0800589		0	0
EFO:0800590	3-hydroxydecanoylcarnitine measurement	http://www.ebi.ac.uk/efo/EFO_0800590		0	0
EFO:0800591	palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800591		0	0
EFO:0800592	picolinoylglycine measurement	http://www.ebi.ac.uk/efo/EFO_0800592		0	0
EFO:0800593	branched chain 14:0 dicarboxylic acid measurement	http://www.ebi.ac.uk/efo/EFO_0800593		0	0
EFO:0800594	(2 or 3)-decenoate (10:1n7 or n8) measurement	http://www.ebi.ac.uk/efo/EFO_0800594		0	0
EFO:0800595	isoursodeoxycholate sulfate (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800595		0	0
EFO:0800596	chenodeoxycholic acid sulfate (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800596		0	0
EFO:0800597	chenodeoxycholic acid sulfate (2) measurement	http://www.ebi.ac.uk/efo/EFO_0800597		0	0
EFO:0800598	decadienedioic acid (C10:2-DC) measurement	http://www.ebi.ac.uk/efo/EFO_0800598		0	0
EFO:0800599	deoxycholic acid (12 or 24)-sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800599		0	0
EFO:0800600	phosphoethanolamine measurement	http://www.ebi.ac.uk/efo/EFO_0800600		0	0
EFO:0800601	erucate (22:1n9) measurement	http://www.ebi.ac.uk/efo/EFO_0800601		0	0
EFO:0800602	3-hydroxy-3-methylglutarate measurement	http://www.ebi.ac.uk/efo/EFO_0800602		0	0
EFO:0800603	valerate (5:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800603		0	0
EFO:0800604	oleoyl ethanolamide measurement	http://www.ebi.ac.uk/efo/EFO_0800604		0	0
EFO:0800605	isobutyrate (4:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800605		0	0
EFO:0800606	estrone 3-sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800606		1	0
EFO:0800607	N-palmitoyl-sphingosine (d18:1/16:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800607		0	0
EFO:0800608	1-palmitoyl-2-oleoyl-GPE (16:0/18:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800608		0	0
EFO:0800609	1-palmitoyl-2-linoleoyl-GPI (16:0/18:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800609		0	0
EFO:0800610	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800610		0	0
EFO:0800611	stearoyl sphingomyelin (d18:1/18:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800611		0	0
EFO:0800612	1-palmitoyl-2-oleoyl-GPC (16:0/18:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800612		0	0
EFO:0800613	N-stearoyl-sphingosine (d18:1/18:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800613		0	0
EFO:0800614	linoleate (18:2n6) measurement	http://www.ebi.ac.uk/efo/EFO_0800614		0	0
EFO:0800615	azelate (C9-DC) measurement	http://www.ebi.ac.uk/efo/EFO_0800615		0	0
EFO:0800616	eicosapentaenoate (EPA; 20:5n3) measurement	http://www.ebi.ac.uk/efo/EFO_0800616		0	0
EFO:0800617	choline phosphate measurement	http://www.ebi.ac.uk/efo/EFO_0800617		0	0
EFO:0800618	sphingosine measurement	http://www.ebi.ac.uk/efo/EFO_0800618		0	0
EFO:0800619	sphinganine measurement	http://www.ebi.ac.uk/efo/EFO_0800619		0	0
EFO:0800620	glutarate (C5-DC) measurement	http://www.ebi.ac.uk/efo/EFO_0800620		0	0
EFO:0800621	myo-inositol measurement	http://www.ebi.ac.uk/efo/EFO_0800621		0	0
EFO:0800622	methylmalonate (MMA) measurement	http://www.ebi.ac.uk/efo/EFO_0800622		0	0
EFO:0800623	pristanate measurement	http://www.ebi.ac.uk/efo/EFO_0800623		0	0
EFO:0800624	12,13-DiHOME measurement	http://www.ebi.ac.uk/efo/EFO_0800624		0	0
EFO:0800625	arachidate (20:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800625		0	0
EFO:0800626	N-stearoyl-sphinganine (d18:0/18:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800626		0	0
EFO:0800627	N1-methylinosine measurement	http://www.ebi.ac.uk/efo/EFO_0800627		0	0
EFO:0800628	N4-acetylcytidine measurement	http://www.ebi.ac.uk/efo/EFO_0800628		0	0
EFO:0800629	N6-carbamoylthreonyladenosine measurement	http://www.ebi.ac.uk/efo/EFO_0800629		0	0
EFO:0800630	orotidine measurement	http://www.ebi.ac.uk/efo/EFO_0800630		0	0
EFO:0800631	5,6-dihydrouridine measurement	http://www.ebi.ac.uk/efo/EFO_0800631		0	0
EFO:0800632	3-(3-amino-3-carboxypropyl)uridine measurement	http://www.ebi.ac.uk/efo/EFO_0800632		0	0
EFO:0800633	3-methylcytidine measurement	http://www.ebi.ac.uk/efo/EFO_0800633		0	0
EFO:0800634	N2-methylguanosine measurement	http://www.ebi.ac.uk/efo/EFO_0800634		0	0
EFO:0800635	2'-O-methylcytidine measurement	http://www.ebi.ac.uk/efo/EFO_0800635		0	0
EFO:0800636	2'-O-methyluridine measurement	http://www.ebi.ac.uk/efo/EFO_0800636		0	0
EFO:0800637	5,6-dihydrouracil measurement	http://www.ebi.ac.uk/efo/EFO_0800637		0	0
EFO:0800638	5,6-dihydrothymine measurement	http://www.ebi.ac.uk/efo/EFO_0800638		0	0
EFO:0800639	N6-methyladenosine measurement	http://www.ebi.ac.uk/efo/EFO_0800639		0	0
EFO:0800640	beta-alanine measurement	http://www.ebi.ac.uk/efo/EFO_0800640		0	0
EFO:0800641	inosine 5'-monophosphate (IMP) measurement	http://www.ebi.ac.uk/efo/EFO_0800641		0	0
EFO:0800642	orotate measurement	http://www.ebi.ac.uk/efo/EFO_0800642		0	0
EFO:0800643	2'-deoxyuridine measurement	http://www.ebi.ac.uk/efo/EFO_0800643		0	0
EFO:0800644	uracil measurement	http://www.ebi.ac.uk/efo/EFO_0800644		0	0
EFO:0800645	cytidine measurement	http://www.ebi.ac.uk/efo/EFO_0800645		0	0
EFO:0800646	thymine measurement	http://www.ebi.ac.uk/efo/EFO_0800646		0	0
EFO:0800647	dihydroorotate measurement	http://www.ebi.ac.uk/efo/EFO_0800647		0	0
EFO:0800648	glucuronide of C19H28O4 (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800648		0	0
EFO:0800649	glucuronide of C19H28O4 (2) measurement	http://www.ebi.ac.uk/efo/EFO_0800649		0	0
EFO:0800650	glucuronide of C10H18O2 (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800650		0	0
EFO:0800651	glucuronide of C10H18O2 (4) measurement	http://www.ebi.ac.uk/efo/EFO_0800651		0	0
EFO:0800652	glucuronide of C10H18O2 (7) measurement	http://www.ebi.ac.uk/efo/EFO_0800652		0	0
EFO:0800653	glucuronide of C10H18O2 (8) measurement	http://www.ebi.ac.uk/efo/EFO_0800653		0	0
EFO:0800654	glycine conjugate of C10H12O2 measurement	http://www.ebi.ac.uk/efo/EFO_0800654		0	0
EFO:0800655	glycine conjugate of C10H14O2 (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800655		0	0
EFO:0800656	glutamine conjugate of C7H12O2 measurement	http://www.ebi.ac.uk/efo/EFO_0800656		0	0
EFO:0800657	glutamine conjugate of C6H10O2 (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800657		0	0
EFO:0800658	glutamine conjugate of C6H10O2 (2) measurement	http://www.ebi.ac.uk/efo/EFO_0800658		0	0
EFO:0800659	metabolonic lactone sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800659		0	0
EFO:0800660	pentose acid measurement	http://www.ebi.ac.uk/efo/EFO_0800660		0	0
EFO:0800661	branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1) measurement	http://www.ebi.ac.uk/efo/EFO_0800661		0	0
EFO:0800662	branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0800662		0	0
EFO:0800663	GlcNAc sulfate conjugate of C21H34O2 steroid measurement	http://www.ebi.ac.uk/efo/EFO_0800663		0	0
EFO:0800664	pyroglutamylglutamine measurement	http://www.ebi.ac.uk/efo/EFO_0800664		0	0
EFO:0800665	bradykinin measurement	http://www.ebi.ac.uk/efo/EFO_0800665		0	0
EFO:0800666	pyroglutamylvaline measurement	http://www.ebi.ac.uk/efo/EFO_0800666		0	0
EFO:0800667	gamma-glutamyl-epsilon-lysine measurement	http://www.ebi.ac.uk/efo/EFO_0800667		0	0
EFO:0800668	glycylphenylalanine measurement	http://www.ebi.ac.uk/efo/EFO_0800668		0	0
EFO:0800669	HWESASLLR measurement	http://www.ebi.ac.uk/efo/EFO_0800669		0	0
EFO:0800670	gamma-glutamylglycine measurement	http://www.ebi.ac.uk/efo/EFO_0800670		0	0
EFO:0800671	gamma-glutamyltryptophan measurement	http://www.ebi.ac.uk/efo/EFO_0800671		0	0
EFO:0800672	fibrinopeptide A measurement	http://www.ebi.ac.uk/efo/EFO_0800672		0	0
EFO:0800673	fibrinopeptide A, des-ala(1) measurement	http://www.ebi.ac.uk/efo/EFO_0800673		0	0
EFO:0800674	gamma-glutamyl-2-aminobutyrate measurement	http://www.ebi.ac.uk/efo/EFO_0800674		0	0
EFO:0800675	gamma-glutamylalanine measurement	http://www.ebi.ac.uk/efo/EFO_0800675		0	0
EFO:0800676	cyclo(leu-pro) measurement	http://www.ebi.ac.uk/efo/EFO_0800676		0	0
EFO:0800677	isoleucylglycine measurement	http://www.ebi.ac.uk/efo/EFO_0800677		0	0
EFO:0800678	leucylglycine measurement	http://www.ebi.ac.uk/efo/EFO_0800678		0	0
EFO:0800679	phenylalanyltryptophan measurement	http://www.ebi.ac.uk/efo/EFO_0800679		0	0
EFO:0800680	valylglycine measurement	http://www.ebi.ac.uk/efo/EFO_0800680		0	0
EFO:0800681	valylphenylalanine measurement	http://www.ebi.ac.uk/efo/EFO_0800681		0	0
EFO:0800682	methionylalanine measurement	http://www.ebi.ac.uk/efo/EFO_0800682		0	0
EFO:0800683	prolylglycine measurement	http://www.ebi.ac.uk/efo/EFO_0800683		0	0
EFO:0800684	prolylproline measurement	http://www.ebi.ac.uk/efo/EFO_0800684		0	0
EFO:0800685	prolylserine measurement	http://www.ebi.ac.uk/efo/EFO_0800685		0	0
EFO:0800686	phenylacetylcarnitine measurement	http://www.ebi.ac.uk/efo/EFO_0800686		0	0
EFO:0800687	phenylacetylglutamate measurement	http://www.ebi.ac.uk/efo/EFO_0800687		0	0
EFO:0800688	4-hydroxyphenylacetylglutamine measurement	http://www.ebi.ac.uk/efo/EFO_0800688		0	0
EFO:0800689	gamma-glutamyl-alpha-lysine measurement	http://www.ebi.ac.uk/efo/EFO_0800689		0	0
EFO:0800690	gamma-glutamylcitrulline measurement	http://www.ebi.ac.uk/efo/EFO_0800690		0	0
EFO:0800691	gamma-glutamylhistidine measurement	http://www.ebi.ac.uk/efo/EFO_0800691		0	0
EFO:0800692	X-10458 measurement	http://www.ebi.ac.uk/efo/EFO_0800692		0	0
EFO:0800693	X-11308 measurement	http://www.ebi.ac.uk/efo/EFO_0800693		0	0
EFO:0800694	X-11372 measurement	http://www.ebi.ac.uk/efo/EFO_0800694		0	0
EFO:0800695	X-11378 measurement	http://www.ebi.ac.uk/efo/EFO_0800695		0	0
EFO:0800696	X-11522 measurement	http://www.ebi.ac.uk/efo/EFO_0800696		0	0
EFO:0800697	X-11632 measurement	http://www.ebi.ac.uk/efo/EFO_0800697		0	0
EFO:0800698	X-11880 measurement	http://www.ebi.ac.uk/efo/EFO_0800698		0	0
EFO:0800699	X-12015 measurement	http://www.ebi.ac.uk/efo/EFO_0800699		0	0
EFO:0800700	X-12026 measurement	http://www.ebi.ac.uk/efo/EFO_0800700		0	0
EFO:0800701	X-12100 measurement	http://www.ebi.ac.uk/efo/EFO_0800701		0	0
EFO:0800702	X-12101 measurement	http://www.ebi.ac.uk/efo/EFO_0800702		0	0
EFO:0800703	X-12104 measurement	http://www.ebi.ac.uk/efo/EFO_0800703		0	0
EFO:0800704	X-12111 measurement	http://www.ebi.ac.uk/efo/EFO_0800704		0	0
EFO:0800705	X-12112 measurement	http://www.ebi.ac.uk/efo/EFO_0800705		0	0
EFO:0800706	X-12117 measurement	http://www.ebi.ac.uk/efo/EFO_0800706		0	0
EFO:0800707	X-12125 measurement	http://www.ebi.ac.uk/efo/EFO_0800707		0	0
EFO:0800708	X-12126 measurement	http://www.ebi.ac.uk/efo/EFO_0800708		0	0
EFO:0800709	X-12127 measurement	http://www.ebi.ac.uk/efo/EFO_0800709		0	0
EFO:0800710	X-12193 measurement	http://www.ebi.ac.uk/efo/EFO_0800710		0	0
EFO:0800711	X-12221 measurement	http://www.ebi.ac.uk/efo/EFO_0800711		0	0
EFO:0800712	X-12262 measurement	http://www.ebi.ac.uk/efo/EFO_0800712		0	0
EFO:0800713	X-12283 measurement	http://www.ebi.ac.uk/efo/EFO_0800713		0	0
EFO:0800714	X-12306 measurement	http://www.ebi.ac.uk/efo/EFO_0800714		0	0
EFO:0800715	X-12410 measurement	http://www.ebi.ac.uk/efo/EFO_0800715		0	0
EFO:0800716	X-12411 measurement	http://www.ebi.ac.uk/efo/EFO_0800716		0	0
EFO:0800717	X-12462 measurement	http://www.ebi.ac.uk/efo/EFO_0800717		0	0
EFO:0800718	X-12543 measurement	http://www.ebi.ac.uk/efo/EFO_0800718		0	0
EFO:0800719	X-12689 measurement	http://www.ebi.ac.uk/efo/EFO_0800719		0	0
