# Date and time run: 2023-08-07 20:41:41.057748
# Target Ontology: http://www.ebi.ac.uk/efo/efo.owl
# Text2term version: 3.0.0
# Minimum Score: 0.60
# Mapper: tfidf
# Base IRIs: ('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')
# Max Mappings: 1
# Term Type: classes
# Deprecated Terms Excluded
# Unmapped Terms Excluded
# Of 22406 entries, 11543 were successfully mapped to 5315 unique terms
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score,Tags
finn-b-CD2_BENIGN_LIVER,Benign neoplasm: Liver,benign neoplasm,EFO:0002422,http://www.ebi.ac.uk/efo/EFO_0002422,0.867,None
ukb-d-20415,Ongoing addiction to alcohol,alcohol abuse,MONDO:0002046,http://purl.obolibrary.org/obo/MONDO_0002046,0.762,None
finn-b-M13_BONEDISNAS,Other specified/unspecified disorders of  bone/cartilage,cartilage disease,EFO:0005802,http://www.ebi.ac.uk/efo/EFO_0005802,0.832,None
ukb-e-4105_AFR,Heel bone mineral density (BMD) (left),heel bone mineral density,EFO:0009270,http://www.ebi.ac.uk/efo/EFO_0009270,0.82,None
ukb-d-I9_HYPERTENSION,Hypertensive diseases,hypertension,EFO:0000537,http://www.ebi.ac.uk/efo/EFO_0000537,0.94,None
ukb-e-recode178_AFR,NA,sodium measurement,EFO:0009282,http://www.ebi.ac.uk/efo/EFO_0009282,0.605,None
ukb-a-348,Chest pain or discomfort walking normally,Chest pain,HP:0100749,http://purl.obolibrary.org/obo/HP_0100749,0.684,None
ukb-b-9074,"Diagnoses - main ICD10: N35.9 Urethral stricture, unspecified",Urethral stricture,HP:0012227,http://purl.obolibrary.org/obo/HP_0012227,0.715,None
finn-b-I9_SAHANEUR,"Aneurysms, operations, SAH",brain aneurysm,EFO:0003870,http://www.ebi.ac.uk/efo/EFO_0003870,0.604,None
finn-b-H7_GLAUCSECTRAUMA,Glaucoma secondary to eye trauma,secondary dysgenetic glaucoma,MONDO:0020216,http://purl.obolibrary.org/obo/MONDO_0020216,0.64,None
finn-b-R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT,Rash and other nonspecific skin eruption,exanthem,EFO:1000697,http://www.ebi.ac.uk/efo/EFO_1000697,0.662,None
ukb-b-15749,"Non-cancer illness code, self-reported: transient ischaemic attack (tia)",transient ischemic attack,EFO:0003764,http://www.ebi.ac.uk/efo/EFO_0003764,0.731,None
ukb-e-52_p5_EAS,Month of birth,date of birth,EFO:0004950,http://www.ebi.ac.uk/efo/EFO_0004950,0.632,None
ukb-a-433,Mouth/teeth dental problems: Dentures,Abnormality of the dentition,HP:0000164,http://purl.obolibrary.org/obo/HP_0000164,0.619,None
finn-b-K11_PSC_COLITIS_STRICT,"Colitis, primary sclerosing, strict definition",sclerosing cholangitis,EFO:0004268,http://www.ebi.ac.uk/efo/EFO_0004268,0.758,None
finn-b-K11_UC_NOCD,"Ulcerative colitis (strict definition, all Crohn cases excluded)",ulcerative colitis,EFO:0000729,http://www.ebi.ac.uk/efo/EFO_0000729,0.727,None
finn-b-K11_CROWDI_TEETH,Crowding of teeth,Dental crowding,HP:0000678,http://purl.obolibrary.org/obo/HP_0000678,0.798,None
finn-b-H8_VESTIFUNCNAS,Other/unspecified disorders of vestibular function,vestibular disease,EFO:0009691,http://www.ebi.ac.uk/efo/EFO_0009691,0.775,None
finn-b-E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,Iodine Deficiency Hypothyroidism,EFO:0008614,http://www.ebi.ac.uk/efo/EFO_0008614,0.816,None
ukb-e-574_CSA,Cholelithiasis and cholecystitis,cholelithiasis,EFO:0004799,http://www.ebi.ac.uk/efo/EFO_0004799,0.817,None
ukb-e-30850_AFR,Testosterone,testosterone measurement,EFO:0004908,http://www.ebi.ac.uk/efo/EFO_0004908,0.815,None
finn-b-O15_PUERP_INFECT_OTHER,Other puerperal infections,Puerperal Infection,EFO:1001407,http://www.ebi.ac.uk/efo/EFO_1001407,0.992,None
ukb-e-100510_AFR,Other non-alcoholic drinks,alcohol drinking,EFO:0004329,http://www.ebi.ac.uk/efo/EFO_0004329,0.623,None
ukb-b-17868,Bilateral oophorectomy (both ovaries removed),bilateral oophorectomy,EFO:0009717,http://www.ebi.ac.uk/efo/EFO_0009717,0.716,None
ukb-e-recode284_CSA,NA,sodium measurement,EFO:0009282,http://www.ebi.ac.uk/efo/EFO_0009282,0.605,None
finn-b-H7_CONJUNCTDEGDEPOT,conjunctival degenerations and deposits,conjunctival degeneration,MONDO:0000949,http://purl.obolibrary.org/obo/MONDO_0000949,0.82,None
ukb-b-18408,Illnesses of father: Heart disease,heart disease,EFO:0003777,http://www.ebi.ac.uk/efo/EFO_0003777,0.663,None
finn-b-CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC,Primary_lymphoid and hematopoietic malignant neoplasms,hematopoietic and lymphoid cell neoplasm,MONDO:0044881,http://purl.obolibrary.org/obo/MONDO_0044881,0.803,None
finn-b-O15_DELIV_CAESAR,Single delivery by caesarean section,cesarean section,EFO:0009636,http://www.ebi.ac.uk/efo/EFO_0009636,0.739,None
ukb-e-6164_p5_AFR,Types of physical activity in last 4 weeks,physical activity,EFO:0003940,http://www.ebi.ac.uk/efo/EFO_0003940,0.7,None
finn-b-N14_PROSTAOTH,Other disorders of prostate,prostate disease,EFO:0009602,http://www.ebi.ac.uk/efo/EFO_0009602,0.885,None
ieu-a-975,Paget's disease,Paget disease,MONDO:0021165,http://purl.obolibrary.org/obo/MONDO_0021165,0.988,None
ukb-e-2345_MID,Ever had bowel cancer screening,intestinal cancer,EFO:0007330,http://www.ebi.ac.uk/efo/EFO_0007330,0.637,None
ukb-e-100010_CSA,Portion size,size,EFO:0001695,http://www.ebi.ac.uk/efo/EFO_0001695,0.775,None
ukb-e-R50_CSA,R50 Fever of unknown origin,fever of unknown origin,EFO:0003952,http://www.ebi.ac.uk/efo/EFO_0003952,0.863,None
finn-b-M13_KYPHOSIS,Kyphosis,Kyphosis,HP:0002808,http://purl.obolibrary.org/obo/HP_0002808,0.997,None
finn-b-F5_SCHIZOTYP,Schizotypal disorder,schizotypal personality disorder,MONDO:0001087,http://purl.obolibrary.org/obo/MONDO_0001087,0.832,None
finn-b-CD2_BENIGN_SKIN_EYELID_EXALLC,"""Benign neoplasm: Skin of eyelid, including canthus"" (all cancers excluded)",benign tumor of palpebral epidermis,MONDO:0020173,http://purl.obolibrary.org/obo/MONDO_0020173,0.703,None
ukb-e-1010_CSA,Other tests,neuropsychological test,EFO:0003926,http://www.ebi.ac.uk/efo/EFO_0003926,0.69,None
ukb-e-K92_AFR,K92 Other diseases of digestive system,digestive system disease,EFO:0000405,http://www.ebi.ac.uk/efo/EFO_0000405,0.823,None
ukb-e-recode225_CSA,NA,sodium measurement,EFO:0009282,http://www.ebi.ac.uk/efo/EFO_0009282,0.605,None
finn-b-O15_DELIVERY,Delivery,delivery measurement,EFO:0006922,http://www.ebi.ac.uk/efo/EFO_0006922,0.771,None
finn-b-I9_NONRHEVALV_EXNONE,Non-rheumatic valve diseases (no controls excluded),rheumatic disease,EFO:0005755,http://www.ebi.ac.uk/efo/EFO_0005755,0.691,None
finn-b-T1D_WIDE2,"Type 1 diabetes, wide definition, subgroup 2",type 2 diabetes mellitus,MONDO:0005148,http://purl.obolibrary.org/obo/MONDO_0005148,0.655,None
finn-b-CD2_LYMPHOID_LEUKAEMIA_EXALLC,Lymphoid leukaemia (all cancers excluded),lymphoid leukemia,EFO:0004289,http://www.ebi.ac.uk/efo/EFO_0004289,0.707,None
finn-b-G6_DIABETNEUR,Diabethic neuropathy,diabetic neuropathy,EFO:1000783,http://www.ebi.ac.uk/efo/EFO_1000783,0.855,None
ukb-e-512_AFR,Other symptoms of respiratory system,respiratory system disease,EFO:0000684,http://www.ebi.ac.uk/efo/EFO_0000684,0.715,None
ukb-d-K63,Diagnoses - main ICD10: K63 Other diseases of intestine,digestive system disease,EFO:0000405,http://www.ebi.ac.uk/efo/EFO_0000405,0.61,None
finn-b-C3_OESOPHAGUS,Malignant neoplasm of oesophagus,esophageal cancer,MONDO:0007576,http://purl.obolibrary.org/obo/MONDO_0007576,0.897,None
ieu-a-976,Type 2 diabetes,type 2 diabetes mellitus,MONDO:0005148,http://purl.obolibrary.org/obo/MONDO_0005148,0.986,None
ukb-e-455_EAS,Hemorrhoids,hemorrhoid,EFO:0009552,http://www.ebi.ac.uk/efo/EFO_0009552,0.99,None
finn-b-I9_ANGINA,Angina pectoris,angina pectoris,EFO:0003913,http://www.ebi.ac.uk/efo/EFO_0003913,0.991,None
ukb-e-23098_MID,Weight,body weight,EFO:0004338,http://www.ebi.ac.uk/efo/EFO_0004338,0.996,None
ukb-e-4570_AFR,Friendships satisfaction,friendship satisfaction measurement,EFO:0009725,http://www.ebi.ac.uk/efo/EFO_0009725,0.827,None
bbj-a-76,Colorectal Cancer,colorectal cancer,EFO:0005842,http://www.ebi.ac.uk/efo/EFO_0005842,0.993,None
ukb-e-591_CSA,Urinary tract infection,urinary tract infection,EFO:0003103,http://www.ebi.ac.uk/efo/EFO_0003103,0.993,None
finn-b-O15_EXCESS_VOMIT_PREG,Excessive vomiting in pregnancy,hyperemesis gravidarum,EFO:1000971,http://www.ebi.ac.uk/efo/EFO_1000971,0.626,None
ukb-b-6295,Diagnoses - secondary ICD10: Z03.4 Observation for suspected myocardial infarction,myocardial infarction,EFO:0000612,http://www.ebi.ac.uk/efo/EFO_0000612,0.602,None
finn-b-N14_ACUTERENFAIL,Acute renal failure,Acute kidney injury,HP:0001919,http://purl.obolibrary.org/obo/HP_0001919,0.995,None
ukb-e-recode78_CSA,NA,sodium measurement,EFO:0009282,http://www.ebi.ac.uk/efo/EFO_0009282,0.605,None
bbj-a-133,Lung cancer,lung cancer,MONDO:0008903,http://purl.obolibrary.org/obo/MONDO_0008903,0.992,None
ukb-e-1339_AFR,Non-oily fish intake,fish consumption measurement,EFO:0010139,http://www.ebi.ac.uk/efo/EFO_0010139,0.643,None
ukb-e-591_AFR,Urinary tract infection,urinary tract infection,EFO:0003103,http://www.ebi.ac.uk/efo/EFO_0003103,0.993,None
ukb-d-I9_MI_STRICT,"Myocardial infarction, strict",myocardial infarction,EFO:0000612,http://www.ebi.ac.uk/efo/EFO_0000612,0.991,None
ukb-e-recode50_CSA,NA,sodium measurement,EFO:0009282,http://www.ebi.ac.uk/efo/EFO_0009282,0.605,None
ukb-e-3606_AFR,Chest pain or discomfort walking normally,Chest pain,HP:0100749,http://purl.obolibrary.org/obo/HP_0100749,0.684,None
finn-b-L12_EPIDERMALTHICKOTH,Other epidermal thickening,Epidermal thickening,HP:0011368,http://purl.obolibrary.org/obo/HP_0011368,0.987,None
ukb-e-5256_AFR,Corneal hysteresis (right),corneal hysteresis,EFO:0010066,http://www.ebi.ac.uk/efo/EFO_0010066,0.879,None
finn-b-CD2_BENIGN_OVARY_EXALLC,Benign neoplasm of ovary (all cancers excluded),Benign Ovarian Neoplasm,EFO:1000116,http://www.ebi.ac.uk/efo/EFO_1000116,0.9,None
ebi-a-GCST008031,End-stage renal disease,stage 5 chronic kidney disease,EFO:0009909,http://www.ebi.ac.uk/efo/EFO_0009909,0.99,None
finn-b-H7_GLAUCNAS,Other and unspecified glaucoma,glaucoma,MONDO:0005041,http://purl.obolibrary.org/obo/MONDO_0005041,0.993,None
finn-b-VIRALPNEUMONAS,"Viral pneumonia (unknown virus, not influenza)",influenza,EFO:0007328,http://www.ebi.ac.uk/efo/EFO_0007328,0.636,None
ieu-a-294,Inflammatory bowel disease,inflammatory bowel disease,EFO:0003767,http://www.ebi.ac.uk/efo/EFO_0003767,0.994,None
finn-b-C_STROKE,STROKE,stroke,EFO:0000712,http://www.ebi.ac.uk/efo/EFO_0000712,0.986,None
finn-b-O15_PREG_ECTOP,Ectopic pregnancy,Ectopic pregnancy,HP:0031456,http://purl.obolibrary.org/obo/HP_0031456,0.982,None
finn-b-I9_VASCINT,Vascular diseases of the intestine,vascular disease,EFO:0004264,http://www.ebi.ac.uk/efo/EFO_0004264,0.803,None
finn-b-AB1_INFECTIONS,Certain infectious and parasitic diseases,parasitic infection,EFO:0001067,http://www.ebi.ac.uk/efo/EFO_0001067,0.956,None
finn-b-L12_POLYMORPHLIGHTERUPT,Polymorphous light eruption,polymorphic light eruption,MONDO:0041182,http://purl.obolibrary.org/obo/MONDO_0041182,0.987,None
finn-b-N14_KIDUROTH,Other disorders of kidney and ureter,kidney disease,EFO:0003086,http://www.ebi.ac.uk/efo/EFO_0003086,0.859,None
finn-b-L12_ROSACEANAS,Other and unspcified rosacea,rosacea,EFO:1000760,http://www.ebi.ac.uk/efo/EFO_1000760,0.985,None
ukb-e-530_CSA,Diseases of esophagus,esophageal disease,EFO:0009544,http://www.ebi.ac.uk/efo/EFO_0009544,0.953,None
finn-b-E4_THYROIDITNAS,"Thyroiditis, unspecified",thyroiditis,MONDO:0004126,http://purl.obolibrary.org/obo/MONDO_0004126,0.995,None
finn-b-M13_SHOULDERBURSITIS,Bursitis of shoulder,bursitis,MONDO:0002471,http://purl.obolibrary.org/obo/MONDO_0002471,0.68,None
ukb-e-4979_CSA,FI5 : family relationship calculation,family relationship,EFO:0004424,http://www.ebi.ac.uk/efo/EFO_0004424,0.739,None
finn-b-L12_GRANULOMATOUSSKIN,Granulomatous disorders of skin and subcutaneous tissue,skin disease,EFO:0000701,http://www.ebi.ac.uk/efo/EFO_0000701,0.793,None
finn-b-VD_SC,Vascular dementia (subcortical),vascular dementia,EFO:0004718,http://www.ebi.ac.uk/efo/EFO_0004718,0.759,None
finn-b-IPF,Idiopathic pulmonary fibrosis,idiopathic pulmonary fibrosis,EFO:0000768,http://www.ebi.ac.uk/efo/EFO_0000768,0.988,None
finn-b-CD2_BENIGN_LARYNX_EXALLC,Benign neoplasm: Larynx (all cancers excluded),benign laryngeal neoplasm,MONDO:0002354,http://purl.obolibrary.org/obo/MONDO_0002354,0.91,None
ukb-e-recode185_CSA,NA,sodium measurement,EFO:0009282,http://www.ebi.ac.uk/efo/EFO_0009282,0.605,None
finn-b-CD2_BENIGN_SMALL_INTESTINE,Benign neoplasm: Small intestine,benign neoplasm of small intestine,MONDO:0021501,http://purl.obolibrary.org/obo/MONDO_0021501,0.994,None
ukb-e-6138_p4_EAS,Qualifications,disease characteristic,EFO:0009813,http://www.ebi.ac.uk/efo/EFO_0009813,0.634,None
ieu-a-1230,Serous ovarian cancer: low malignant potential,Borderline Ovarian Serous Tumor,EFO:1000139,http://www.ebi.ac.uk/efo/EFO_1000139,0.889,None
ukb-e-789_CSA,Nausea and vomiting,Nausea and vomiting,HP:0002017,http://purl.obolibrary.org/obo/HP_0002017,0.946,None
ukb-d-O03,Diagnoses - main ICD10: O03 Spontaneous abortion,Miscarriage,HP:0005268,http://purl.obolibrary.org/obo/HP_0005268,0.7,None
finn-b-F5_CONDUCTEMO,Mixed disorders of conduct and emotions (F5_CONDUCTEMO),conduct disorder,EFO:0004216,http://www.ebi.ac.uk/efo/EFO_0004216,0.661,None
ukb-d-M51,Diagnoses - main ICD10: M51 Other intervertebral disk disorders,lumbar disc degeneration,EFO:0004994,http://www.ebi.ac.uk/efo/EFO_0004994,0.652,None
finn-b-L12_PSORIASIS,Psoriasis,psoriasis,EFO:0000676,http://www.ebi.ac.uk/efo/EFO_0000676,0.993,None
finn-b-I9_OTHOTH_EXNONE,Other other unspecified disorders of the circulatory system (no controls excluded),cardiovascular disease,EFO:0000319,http://www.ebi.ac.uk/efo/EFO_0000319,0.911,None
ukb-e-6151_p7_CSA,Fractured bone site(s),bone fracture,EFO:0003931,http://www.ebi.ac.uk/efo/EFO_0003931,0.786,None
finn-b-J10_RESPIRATORY,Diseases of the respiratory system,respiratory system disease,EFO:0000684,http://www.ebi.ac.uk/efo/EFO_0000684,0.954,None
ukb-e-recode291_CSA,NA,sodium measurement,EFO:0009282,http://www.ebi.ac.uk/efo/EFO_0009282,0.605,None
ukb-b-69,"Non-cancer illness code, self-reported: chronic sinusitis",chronic rhinosinusitis,EFO:1000024,http://www.ebi.ac.uk/efo/EFO_1000024,0.644,None
ukb-d-H7_RETINALDETACHBREAK,Retinal detachment with retinal break,retinal detachment,EFO:0005773,http://www.ebi.ac.uk/efo/EFO_0005773,0.813,None
ukb-e-I20_CSA,I20 Angina pectoris,angina pectoris,EFO:0003913,http://www.ebi.ac.uk/efo/EFO_0003913,0.813,None
ukb-d-M13_SHOULDER,Shoulder lesions,Shoulder pain,HP:0030834,http://purl.obolibrary.org/obo/HP_0030834,0.708,None
finn-b-INCREASEDMUSCLETONE,Increased muscle tone,Hypertonia,HP:0001276,http://purl.obolibrary.org/obo/HP_0001276,0.989,None
finn-b-C3_BREAST_HERPLUS,"Malignant neoplasm of breast, HER-positive",breast cancer,MONDO:0007254,http://purl.obolibrary.org/obo/MONDO_0007254,0.823,None
finn-b-M13_SYNOHYPERTROPH,"Synovial hypertrophy, not elsewhere classified",synovitis,EFO:0008997,http://www.ebi.ac.uk/efo/EFO_0008997,0.988,None
finn-b-D3_AIHA_OTHER,Other autoimmune haemolytic anaemias,"Anemia, Hemolytic, Autoimmune",EFO:1001264,http://www.ebi.ac.uk/efo/EFO_1001264,0.947,None
finn-b-M13_LOWBACKPAIN,Low back pain,Low back pain,HP:0003419,http://purl.obolibrary.org/obo/HP_0003419,0.994,None
finn-b-F5_ALZHDEMENT,Dementia in Alzheimer disease,Alzheimer disease,MONDO:0004975,http://purl.obolibrary.org/obo/MONDO_0004975,0.898,None
ukb-e-30620_MID,Alanine aminotransferase,serum alanine aminotransferase measurement,EFO:0004735,http://www.ebi.ac.uk/efo/EFO_0004735,0.904,None
ieu-b-43,frontotemporal dementia (TDP subtype),frontotemporal dementia,MONDO:0017276,http://purl.obolibrary.org/obo/MONDO_0017276,0.729,None
finn-b-R18_OTHER_GENERAL_SYMPTOMS_SIGNS,Other general symptoms and signs,sign or symptom,EFO:0003765,http://www.ebi.ac.uk/efo/EFO_0003765,0.853,None
finn-b-I9_PAD_EXNONE,Peripheral artery disease (no controls excluded),peripheral arterial disease,EFO:0004265,http://www.ebi.ac.uk/efo/EFO_0004265,0.938,None
finn-b-ST19_INJURY_CRANIAL_NERVES,Injury of cranial nerves,nervous system injury,EFO:0009490,http://www.ebi.ac.uk/efo/EFO_0009490,0.7,None
finn-b-FG_DOAAC,"Diseases of arteries, arterioles and capillaries (FINNGEN)",capillary disorder,MONDO:0001574,http://purl.obolibrary.org/obo/MONDO_0001574,0.654,None
finn-b-H8_HL_SEN_NAS,Sensorineural hearing loss,Sensorineural hearing impairment,HP:0000407,http://purl.obolibrary.org/obo/HP_0000407,0.991,None
ukb-e-418_AFR,Nonspecific chest pain,Chest pain,HP:0100749,http://purl.obolibrary.org/obo/HP_0100749,0.623,None
ukb-d-K11_OESULC,Ulcer of oesophagus,esophageal ulcer,MONDO:0044782,http://purl.obolibrary.org/obo/MONDO_0044782,0.85,None
ukb-e-4106_EAS,"Heel bone mineral density (BMD) T-score, automated (left)",heel bone mineral density,EFO:0009270,http://www.ebi.ac.uk/efo/EFO_0009270,0.665,None
finn-b-H7_BCKRNDRETINOPAT,Background retinopathy and retinal vascular changes,non-proliferative diabetic retinopathy,EFO:0009760,http://www.ebi.ac.uk/efo/EFO_0009760,0.739,None
ukb-a-460,Vitamin and mineral supplements: Vitamin B,vitamin B measurement,EFO:0004843,http://www.ebi.ac.uk/efo/EFO_0004843,0.685,None
finn-b-E4_SHORT,"Short stature, not elsewhere classified",Short stature,HP:0004322,http://purl.obolibrary.org/obo/HP_0004322,0.996,None
ukb-e-396_CSA,Abnormal heart sounds,abnormal chest sounds,EFO:0010670,http://www.ebi.ac.uk/efo/EFO_0010670,0.756,None
finn-b-R18_UNSPE_JAUND,Unspecified jaundice,Jaundice,HP:0000952,http://purl.obolibrary.org/obo/HP_0000952,0.985,None
ukb-e-30040_CSA,Mean corpuscular volume,mean corpuscular volume,EFO:0004526,http://www.ebi.ac.uk/efo/EFO_0004526,0.979,None
finn-b-F5_SLEEP_NOS,"Sleep disorders, other/unspeficied",sleep-wake disorder,MONDO:0003406,http://purl.obolibrary.org/obo/MONDO_0003406,0.99,None
finn-b-F5_ALCOHOL,Mental and behavioural disorders due to alcohol,mental or behavioural disorder,EFO:0000677,http://www.ebi.ac.uk/efo/EFO_0000677,0.746,None
ukb-e-52_p11_EAS,Month of birth,date of birth,EFO:0004950,http://www.ebi.ac.uk/efo/EFO_0004950,0.632,None
ukb-e-recode435_CSA,NA,sodium measurement,EFO:0009282,http://www.ebi.ac.uk/efo/EFO_0009282,0.605,None
ukb-e-593_AFR,Hematuria,Hematuria,HP:0000790,http://purl.obolibrary.org/obo/HP_0000790,0.996,None
finn-b-H8_TINNITUS,Tinnitus,Tinnitus,HP:0000360,http://purl.obolibrary.org/obo/HP_0000360,0.996,None
finn-b-ASTHMA_CHILD,Childhood asthma (age<16),childhood onset asthma,MONDO:0005405,http://purl.obolibrary.org/obo/MONDO_0005405,0.869,None
finn-b-AB1_CHOLERA,Cholera,Vibrio infectious disease,EFO:1001235,http://www.ebi.ac.uk/efo/EFO_1001235,0.996,None
ukb-b-15582,Fractured bone site(s): Ankle,ankle fracture,EFO:0009615,http://www.ebi.ac.uk/efo/EFO_0009615,0.757,None
ukb-d-J32,Diagnoses - main ICD10: J32 Chronic sinusitis,chronic rhinosinusitis,EFO:1000024,http://www.ebi.ac.uk/efo/EFO_1000024,0.687,None
ukb-e-J45_AFR,J45 Asthma,asthma,MONDO:0004979,http://purl.obolibrary.org/obo/MONDO_0004979,0.683,None
ebi-a-GCST006644,Menstruation quality of life impact (depression),quality of life during menstruation measurement,EFO:0009366,http://www.ebi.ac.uk/efo/EFO_0009366,0.69,None
ukb-e-427_AFR,Cardiac dysrhythmias,cardiac arrhythmia,EFO:0004269,http://www.ebi.ac.uk/efo/EFO_0004269,0.757,None
finn-b-SPONDYLOPATHY_FG,Spondylopathies (FG),spondyloarthropathy,EFO:0000706,http://www.ebi.ac.uk/efo/EFO_0000706,0.666,None
ieu-a-1057,Gallbladder cancer,gallbladder cancer,MONDO:0005411,http://purl.obolibrary.org/obo/MONDO_0005411,0.996,None
finn-b-CD2_BENIGN_TONSIL_EXALLC,Benign neoplasm: Tonsil (all cancers excluded),tonsil neoplasm,MONDO:0021250,http://purl.obolibrary.org/obo/MONDO_0021250,0.753,None
finn-b-F5_PERSONALITY,Specific personality disorders,Personality disorder,HP:0012075,http://purl.obolibrary.org/obo/HP_0012075,0.782,None
finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM,Other symptoms and signs involving the urinary system,sign or symptom,EFO:0003765,http://www.ebi.ac.uk/efo/EFO_0003765,0.641,None
finn-b-DM_HYPOGLYC,Diabetic hypoglycemia,Hypoglycemia,HP:0001943,http://purl.obolibrary.org/obo/HP_0001943,0.844,None
finn-b-CD2_BENIGN_EXALLC,Benign neoplasms (all cancers excluded),benign neoplasm of rectum,MONDO:0021462,http://purl.obolibrary.org/obo/MONDO_0021462,0.769,None
ukb-e-20111_p3_CSA,Illnesses of siblings,number of siblings,EFO:0009713,http://www.ebi.ac.uk/efo/EFO_0009713,0.61,None
ebi-a-GCST005536,Type 1 diabetes,type 1 diabetes mellitus,MONDO:0005147,http://purl.obolibrary.org/obo/MONDO_0005147,0.986,None
finn-b-F5_OCD,Obsessive-compulsive disorder,obsessive-compulsive disorder,EFO:0004242,http://www.ebi.ac.uk/efo/EFO_0004242,0.985,None
ukb-e-AG_CSA,Albumin/Globulin ratio,albumin:globulin ratio measurement,EFO:0005128,http://www.ebi.ac.uk/efo/EFO_0005128,0.894,None
finn-b-L12_PIGPURPDERM,Pigmented purpuric dermatosis,pigmented purpuric eruption,MONDO:0008248,http://purl.obolibrary.org/obo/MONDO_0008248,0.993,None
ukb-e-1687_CSA,Comparative body size at age 10,"comparative body size at age 10, self-reported",EFO:0009819,http://www.ebi.ac.uk/efo/EFO_0009819,0.701,None
finn-b-Z21_SHOUL_REGION,Shoulder region,Hemarthrosis,EFO:1001344,http://www.ebi.ac.uk/efo/EFO_1001344,0.784,None
finn-b-ULCERILEO,Ulcerative ileocolitis,ulcerative colitis,EFO:0000729,http://www.ebi.ac.uk/efo/EFO_0000729,0.781,None
ukb-e-recode440_CSA,NA,sodium measurement,EFO:0009282,http://www.ebi.ac.uk/efo/EFO_0009282,0.605,None
ukb-d-XIV_GENITOURINARY,Diseases of the genitourinary system,disease of genitourinary system,EFO:0009663,http://www.ebi.ac.uk/efo/EFO_0009663,0.961,None
ukb-a-577,Diagnoses - main ICD10: N81 Female genital prolapse,prolapse of female genital organ,MONDO:0001592,http://purl.obolibrary.org/obo/MONDO_0001592,0.636,None
ukb-e-recode48_CSA,NA,sodium measurement,EFO:0009282,http://www.ebi.ac.uk/efo/EFO_0009282,0.605,None
finn-b-E4_DM1OPTH,Type 1 diabetes with ophthalmic complications,ophthalmic herpes zoster,EFO:0007403,http://www.ebi.ac.uk/efo/EFO_0007403,0.624,None
finn-b-N14_FEMALEGENINF,Inflammatory diseases of female pelvic organs,Pelvic Inflammatory Disease,EFO:1001388,http://www.ebi.ac.uk/efo/EFO_1001388,0.776,None
ukb-e-AG_EAS,Albumin/Globulin ratio,albumin:globulin ratio measurement,EFO:0005128,http://www.ebi.ac.uk/efo/EFO_0005128,0.894,None
ukb-e-6148_p5_CSA,Eye problems/disorders,eye disease,EFO:0003966,http://www.ebi.ac.uk/efo/EFO_0003966,0.704,None
ukb-e-23100_MID,Whole body fat mass,fat body mass,EFO:0005409,http://www.ebi.ac.uk/efo/EFO_0005409,0.819,None
finn-b-SMOKING_DEPEND,Smoking dependancy,smoking behavior,EFO:0004318,http://www.ebi.ac.uk/efo/EFO_0004318,0.617,None
finn-b-FE_MODE,"Focal epilepsy, mode (most common among epilepsy diagnosis)",partial epilepsy,EFO:0004263,http://www.ebi.ac.uk/efo/EFO_0004263,0.802,None
bbj-a-114,Endometriosis,endometriosis,EFO:0001065,http://www.ebi.ac.uk/efo/EFO_0001065,0.992,None
ukb-e-50_CSA,Standing height,body height,EFO:0004339,http://www.ebi.ac.uk/efo/EFO_0004339,0.708,None
finn-b-C3_VULVA,Malignant neoplasm of vulva,vulva cancer,MONDO:0001528,http://purl.obolibrary.org/obo/MONDO_0001528,0.998,None
finn-b-H7_CORNEALSCAR,Corneal scars and opacities,Corneal opacity,HP:0007957,http://purl.obolibrary.org/obo/HP_0007957,0.853,None
ukb-e-30280_AFR,Immature reticulocyte fraction,Immature Reticulocyte Fraction Measurement,EFO:0009253,http://www.ebi.ac.uk/efo/EFO_0009253,0.994,None
finn-b-L12_ROSACEA,Rosacea,rosacea,EFO:1000760,http://www.ebi.ac.uk/efo/EFO_1000760,0.985,None
finn-b-R18_VOICE_DISTU,Voice disturbances,Gait disturbance,HP:0001288,http://purl.obolibrary.org/obo/HP_0001288,0.647,None
ukb-e-5089_CSA,Astigmatism angle (left),Astigmatism,HP:0000483,http://purl.obolibrary.org/obo/HP_0000483,0.746,None
finn-b-CD2_INSITU_BREAST_NOS,"Carcinoma in situ of breast, other/unspecified",breast carcinoma in situ,MONDO:0004658,http://purl.obolibrary.org/obo/MONDO_0004658,0.949,None
finn-b-R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE,Symptoms and signs concerning food and fluid intake,sign or symptom concerning food and fluid intake,EFO:0009825,http://www.ebi.ac.uk/efo/EFO_0009825,0.853,None
ukb-e-recode366_CSA,NA,sodium measurement,EFO:0009282,http://www.ebi.ac.uk/efo/EFO_0009282,0.605,None
