Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score
finn-b-R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS,Other symptoms and signs involving the circulatory and respiratory systems,sign or symptom,EFO:0003765,http://www.ebi.ac.uk/efo/EFO_0003765,0.552
ukb-e-4620_AFR,Number of depression episodes,depressive episode measurement,EFO:0007704,http://www.ebi.ac.uk/efo/EFO_0007704,0.593
finn-b-PAIN,"Pain (limb, back, neck, head abdominally)",Abdominal pain,HP:0002027,http://purl.obolibrary.org/obo/HP_0002027,0.569
ukb-b-5443,Diagnoses - secondary ICD10: Z13.0 Special screening examination for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,immune system disease,EFO:0000540,http://www.ebi.ac.uk/efo/EFO_0000540,0.557
ukb-e-6155_p2_MID,Vitamin and mineral supplements,vitamin supplement exposure measurement,EFO:0009116,http://www.ebi.ac.uk/efo/EFO_0009116,0.596
ukb-e-100170_AFR,Fizzy drink intake,dizziness,EFO:0009847,http://www.ebi.ac.uk/efo/EFO_0009847,0.553
ukb-e-3849_AFR,Number of pregnancy terminations,pregnancy,EFO:0002950,http://www.ebi.ac.uk/efo/EFO_0002950,0.594
ukb-b-17845,Diagnoses - secondary ICD10: K63.5 Polyp of colon,polyp of colon,MONDO:0021400,http://purl.obolibrary.org/obo/MONDO_0021400,0.599
ukb-a-454,Medication for pain relief  constipation  heartburn: Ibuprofen (e.g. Nurofen),ibuprofen measurement,EFO:0021158,http://www.ebi.ac.uk/efo/EFO_0021158,0.569
ukb-b-5981,Operation code: removal of rodent ulcer / basal cell carcinoma (bcc),basal cell carcinoma,EFO:0004193,http://www.ebi.ac.uk/efo/EFO_0004193,0.587
ukb-e-23116_AFR,Leg fat mass (left),left,EFO:0001658,http://www.ebi.ac.uk/efo/EFO_0001658,0.594
ukb-a-142,Treatment/medication code: allopurinol,response to allopurinol,EFO:0006337,http://www.ebi.ac.uk/efo/EFO_0006337,0.573
ukb-d-COPD_EARLYANDLATER,"COPD, early/later onset",early onset hypertension,EFO:0004772,http://www.ebi.ac.uk/efo/EFO_0004772,0.567
ukb-b-13478,Treatment/medication code: citalopram,response to citalopram,EFO:0006329,http://www.ebi.ac.uk/efo/EFO_0006329,0.563
ukb-d-L90,Diagnoses - main ICD10: L90 Atrophic disorders of skin,skin atrophy,EFO:1000766,http://www.ebi.ac.uk/efo/EFO_1000766,0.579
ukb-e-recode3_MID,"Smoking status, ever vs never",smoking status measurement,EFO:0006527,http://www.ebi.ac.uk/efo/EFO_0006527,0.571
ukb-b-707,Diagnoses - secondary ICD10: K58.9 Irritable bowel syndrome without diarrhoea,irritable bowel syndrome,EFO:0000555,http://www.ebi.ac.uk/efo/EFO_0000555,0.588
ukb-e-R07_AFR,R07 Pain in throat and chest,Chest pain,HP:0100749,http://purl.obolibrary.org/obo/HP_0100749,0.572
ukb-d-XVIII_MISCFINDINGS,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",sign or symptom,EFO:0003765,http://www.ebi.ac.uk/efo/EFO_0003765,0.562
ukb-b-11740,"Medication for cholesterol, blood pressure or diabetes: Cholesterol lowering medication",esterified cholesterol measurement,EFO:0008589,http://www.ebi.ac.uk/efo/EFO_0008589,0.568
finn-b-Z21_OCCUPAT_EXPOS_RISK_,Occupational exposure to risk-factors,risk factor,EFO:0003919,http://www.ebi.ac.uk/efo/EFO_0003919,0.597
ukb-b-5253,Diagnoses - main ICD10: N83.2 Other and unspecified ovarian cysts,Ovarian cyst,HP:0000138,http://purl.obolibrary.org/obo/HP_0000138,0.612
ukb-e-104900_CSA,Time spent doing vigorous physical activity,physical activity,EFO:0003940,http://www.ebi.ac.uk/efo/EFO_0003940,0.601
ukb-b-5115,Diagnoses - secondary ICD10: Z72.0 Tobacco use,nicotine dependence,EFO:0003768,http://www.ebi.ac.uk/efo/EFO_0003768,0.576
ukb-b-8888,"Medication for pain relief, constipation, heartburn: Ibuprofen (e.g. Nurofen)",ibuprofen measurement,EFO:0021158,http://www.ebi.ac.uk/efo/EFO_0021158,0.569
finn-b-Q17_CONGEN_MUSCULOS_DEFORMITI_HEAD_FACE_SPINE_CHEST,"Congenital musculoskeletal deformities of head, face, spine and chest",musculoskeletal system disease,EFO:0009676,http://www.ebi.ac.uk/efo/EFO_0009676,0.58
ukb-e-recode8_MID,"hl.rand_norm(mean=pop_dict[mt.pop], seed=42)",pelvic organ prolapse,EFO:0004710,http://www.ebi.ac.uk/efo/EFO_0004710,0.576
ukb-e-2764_AFR,Age at last live birth,age at first birth measurement,EFO:0009101,http://www.ebi.ac.uk/efo/EFO_0009101,0.573
finn-b-Q17_CONGEN_MALFO_SPINE_BONY_THORAX,Congenital malformations of spine and bony thorax,developmental defect during embryogenesis,MONDO:0019755,http://purl.obolibrary.org/obo/MONDO_0019755,0.603
ukb-e-41245_p24_CSA,Main speciality of consultant (recoded),consultant,EFO:0001732,http://www.ebi.ac.uk/efo/EFO_0001732,0.592
ukb-b-13464,Diagnoses - main ICD10: K62.8 Other specified diseases of anus and rectum,rectal disease,EFO:0009685,http://www.ebi.ac.uk/efo/EFO_0009685,0.564
ukb-a-68,Non-cancer illness code  self-reported: emphysema/chronic bronchitis,chronic bronchitis,EFO:0006505,http://www.ebi.ac.uk/efo/EFO_0006505,0.601
ukb-e-1190_AFR,Nap during day,"nap during day, self-reported",EFO:0009818,http://www.ebi.ac.uk/efo/EFO_0009818,0.58
finn-b-O15_COMPLIC_ABORT_ECTOP_MOLAR,Complications following abortion and ectopic and molar pregnancy,pregnancy disorder,EFO:0009682,http://www.ebi.ac.uk/efo/EFO_0009682,0.596
ebi-a-GCST90000255,Severe COVID-19 infection with respiratory failure (analysis I),respiratory failure,EFO:0009686,http://www.ebi.ac.uk/efo/EFO_0009686,0.611
ukb-b-7663,Types of physical activity in last 4 weeks: Strenuous sports,physical activity,EFO:0003940,http://www.ebi.ac.uk/efo/EFO_0003940,0.559
ukb-a-399,Qualifications: A levels/AS levels or equivalent,antinuclear antibody measurement,EFO:0005949,http://www.ebi.ac.uk/efo/EFO_0005949,0.553
ukb-d-20445,Depression possibly related to childbirth,asphyxia neonatorum,EFO:1000824,http://www.ebi.ac.uk/efo/EFO_1000824,0.563
ukb-b-197,Operative procedures - secondary OPCS: C90.9 Unspecified local anaesthetics for ophthalmology procedures,ophthalmic procedure,EFO:0010722,http://www.ebi.ac.uk/efo/EFO_0010722,0.568
ukb-b-4518,Operative procedures - main OPCS: A65.1 Carpal tunnel release,carpal tunnel syndrome,EFO:0004143,http://www.ebi.ac.uk/efo/EFO_0004143,0.59
ukb-a-526,Diagnoses - main ICD10: F43 Reaction to severe stress  and adjustment disorders,adjustment disorder,MONDO:0003265,http://purl.obolibrary.org/obo/MONDO_0003265,0.566
ukb-e-2247_p1_CSA,Hearing difficulty/problems,Difficulty standing,HP:0003698,http://purl.obolibrary.org/obo/HP_0003698,0.592
ukb-b-203,Diagnoses - main ICD10: Z12.1 Special screening examination for neoplasm of intestinal tract,intestinal neoplasm,MONDO:0021118,http://purl.obolibrary.org/obo/MONDO_0021118,0.578
finn-b-ST19_SUPERF_INJURY_LOWER_LEG,Superficial injury of lower leg,leg injury,EFO:0009508,http://www.ebi.ac.uk/efo/EFO_0009508,0.585
ukb-e-2020_CSA,"Loneliness, isolation",loneliness measurement,EFO:0007865,http://www.ebi.ac.uk/efo/EFO_0007865,0.588
ukb-d-22617_1151,Job SOC coding: Financial institution managers,institution,EFO:0001738,http://www.ebi.ac.uk/efo/EFO_0001738,0.575
ukb-b-20349,"Non-cancer illness code, self-reported: bladder problem (not cancer)",gallbladder cancer,MONDO:0005411,http://purl.obolibrary.org/obo/MONDO_0005411,0.594
ukb-e-6154_p2_AFR,"Medication for pain relief, constipation, heartburn",Constipation,HP:0002019,http://purl.obolibrary.org/obo/HP_0002019,0.552
ukb-a-445,Blood clot  DVT  bronchitis  emphysema  asthma  rhinitis  eczema  allergy diagnosed by doctor: Blood clot in the lung,thrombotic disease,MONDO:0000831,http://purl.obolibrary.org/obo/MONDO_0000831,0.571
ukb-a-82,Non-cancer illness code  self-reported: anxiety/panic attacks,panic disorder,EFO:0004262,http://www.ebi.ac.uk/efo/EFO_0004262,0.558
ukb-e-41245_p23_EAS,Main speciality of consultant (recoded),consultant,EFO:0001732,http://www.ebi.ac.uk/efo/EFO_0001732,0.592
ukb-e-MAP_p4_AFR,"Mean arterial pressure, combined automated + manual reading, adjusted by medication",mean arterial pressure,EFO:0006340,http://www.ebi.ac.uk/efo/EFO_0006340,0.552
ukb-e-M75_CSA,M75 Shoulder lesions,Shoulder pain,HP:0030834,http://purl.obolibrary.org/obo/HP_0030834,0.585
finn-b-E4_DMNASNASCOMP,Unspecified diabetes with multiple/unspecified complications,"microvascular complications of diabetes, susceptibility",MONDO:0000065,http://purl.obolibrary.org/obo/MONDO_0000065,0.557
ukb-e-6155_p3_CSA,Vitamin and mineral supplements,vitamin supplement exposure measurement,EFO:0009116,http://www.ebi.ac.uk/efo/EFO_0009116,0.596
finn-b-D3_HAEMORRHAGCIRGUANTICO,Haemorrhagic disorder due to circulating anticoagulants,Abnormality of coagulation,HP:0001928,http://purl.obolibrary.org/obo/HP_0001928,0.585
ukb-b-19130,Types of spread used on bread/crackers: Olive spread on bread/crackers,rectal adenocarcinoma,EFO:0005631,http://www.ebi.ac.uk/efo/EFO_0005631,0.555
finn-b-G6_FEMLAPOP,Lesion of lateral popliteal nerve,femoral neuropathy,EFO:1000936,http://www.ebi.ac.uk/efo/EFO_1000936,0.566
ukb-d-J18,"Diagnoses - main ICD10: J18 Pneumonia, organism unspecified",bronchiolitis obliterans,EFO:0007183,http://www.ebi.ac.uk/efo/EFO_0007183,0.602
ukb-d-22617_3111,Job SOC coding: Laboratory technicians,technician,EFO:0009739,http://www.ebi.ac.uk/efo/EFO_0009739,0.594
finn-b-ST19_INJURY_MUSCLE_TENDON_ANKLE_FOOT_LEVEL,Injury of muscle and tendon at ankle and foot level,ankle injury,EFO:1002021,http://www.ebi.ac.uk/efo/EFO_1002021,0.574
ukb-e-1190_MID,Nap during day,"nap during day, self-reported",EFO:0009818,http://www.ebi.ac.uk/efo/EFO_0009818,0.58
ukb-b-15622,"Non-cancer illness code, self-reported: tuberculosis (tb)",Tuberculosis,ORPHANET.ORDO:3389,http://www.orpha.net/ORDO/Orphanet_3389,0.62
finn-b-ST19_DISLO_SPRAIN_STRAIN_JOINT_LIGAM_HIP,"Dislocation, sprain and strain of joint and ligaments of hip",Joint dislocation,HP:0001373,http://purl.obolibrary.org/obo/HP_0001373,0.559
ukb-b-6576,"Diagnoses - main ICD10: J18.1 Lobar pneumonia, unspecified",pneumonia,EFO:0003106,http://www.ebi.ac.uk/efo/EFO_0003106,0.629
finn-b-ST19_INJURI_THORAX,Injuries to the thorax,neoplasm of thorax,MONDO:0021350,http://purl.obolibrary.org/obo/MONDO_0021350,0.568
ukb-e-728_p1_AFR,Number of vehicles in household,household income,EFO:0009695,http://www.ebi.ac.uk/efo/EFO_0009695,0.551
ukb-b-6633,"Non-cancer illness code, self-reported: other renal/kidney problem",kidney cancer,MONDO:0002367,http://purl.obolibrary.org/obo/MONDO_0002367,0.595
ukb-d-M19,Diagnoses - main ICD10: M19 Other arthrosis,joint disease,EFO:1000999,http://www.ebi.ac.uk/efo/EFO_1000999,0.619
finn-b-I9_ANEUR,Endovascular or surgical operations to intracerebral aneurysms,brain aneurysm,EFO:0003870,http://www.ebi.ac.uk/efo/EFO_0003870,0.601
finn-b-CD2_INSITU_EXALLC,In situ neoplasms (all cancers excluded),tongue neoplasm,EFO:0003871,http://www.ebi.ac.uk/efo/EFO_0003871,0.578
ukb-e-104330_CSA,Sweet potato intake,sweet syndrome,MONDO:0011959,http://purl.obolibrary.org/obo/MONDO_0011959,0.569
ukb-b-17587,"Diagnoses - main ICD10: T81.0 Haemorrhage and haematoma complicating a procedure, not elsewhere classified",Retinal hemorrhage,HP:0000573,http://purl.obolibrary.org/obo/HP_0000573,0.564
ukb-e-41245_p6_CSA,Main speciality of consultant (recoded),consultant,EFO:0001732,http://www.ebi.ac.uk/efo/EFO_0001732,0.592
ukb-e-104290_CSA,Sweet pepper intake,Cohen syndrome,MONDO:0008999,http://purl.obolibrary.org/obo/MONDO_0008999,0.582
ukb-e-6154_p1_CSA,"Medication for pain relief, constipation, heartburn",Constipation,HP:0002019,http://purl.obolibrary.org/obo/HP_0002019,0.552
ukb-d-H33,Diagnoses - main ICD10: H33 Retinal detachments and breaks,retinal detachment,EFO:0005773,http://www.ebi.ac.uk/efo/EFO_0005773,0.613
finn-b-AB1_VIRAL_SKIN_NOS,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",viral eye infection,MONDO:0020950,http://purl.obolibrary.org/obo/MONDO_0020950,0.553
ukb-b-16956,Treatment/medication code: thyroxine sodium,thyroxine measurement,EFO:0005130,http://www.ebi.ac.uk/efo/EFO_0005130,0.554
ukb-d-5325_4,Ever had refractive laser eye surgery: Both eyes,ophthalmic procedure,EFO:0010722,http://www.ebi.ac.uk/efo/EFO_0010722,0.594
ukb-e-SBP_p3_MID,"Systolic blood pressure, combined automated + manual reading, adjusted by medication",systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.6
ukb-e-1220_CSA,Daytime dozing / sleeping (narcolepsy),narcolepsy,MONDO:0021107,http://purl.obolibrary.org/obo/MONDO_0021107,0.585
ukb-e-1379_EAS,Lamb/mutton intake,Carney complex,MONDO:0015285,http://purl.obolibrary.org/obo/MONDO_0015285,0.578
ukb-e-23120_MID,Arm fat mass (right),right,EFO:0001659,http://www.ebi.ac.uk/efo/EFO_0001659,0.575
ukb-b-19409,Diagnoses - secondary ICD10: R10.4 Other and unspecified abdominal pain,Abdominal pain,HP:0002027,http://purl.obolibrary.org/obo/HP_0002027,0.592
ukb-e-23116_EAS,Leg fat mass (left),left,EFO:0001658,http://www.ebi.ac.uk/efo/EFO_0001658,0.594
ukb-b-290,Operation code: upper limb surgery,Upper limb hypertrophy,ORPHANET.ORDO:295049,http://www.orpha.net/ORDO/Orphanet_295049,0.55
ukb-b-20038,Diagnoses - main ICD10: Z13.8 Special screening examination for other specified diseases and disorders,disease,EFO:0000408,http://www.ebi.ac.uk/efo/EFO_0000408,0.551
finn-b-K11_KELAIBD,IBD patients in KELA-register,inflammatory bowel disease,EFO:0003767,http://www.ebi.ac.uk/efo/EFO_0003767,0.597
ukb-e-5992_AFR,"ECG, phase duration",duration,EFO:0000433,http://www.ebi.ac.uk/efo/EFO_0000433,0.552
finn-b-ST19_COMPLICATIO_SURGI_MEDICAL_CARE_NOT_ELSEW_CLASSIFIED,"Complications of surgical and medical care, not elsewhere classified",medical procedure,EFO:0002571,http://www.ebi.ac.uk/efo/EFO_0002571,0.59
finn-b-CD2_INSITU_SKIN_UPPERLIMB_EXALLC,"""Carcinoma in situ of skin of upper limb, including shoulder"" (all cancers excluded)",skin carcinoma in situ,MONDO:0004641,http://purl.obolibrary.org/obo/MONDO_0004641,0.622
ukb-b-2561,Diagnoses - main ICD10: D17.1 Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,benign lipomatous neoplasm,MONDO:0044983,http://purl.obolibrary.org/obo/MONDO_0044983,0.647
finn-b-ST19_OPEN_WOUND_ANKLE_FOOT,Open wound of ankle and foot,osteomyelitis,EFO:0003102,http://www.ebi.ac.uk/efo/EFO_0003102,0.594
ukb-e-1797_AFR,Father still alive,alive (follow-up status),EFO:0030041,http://www.ebi.ac.uk/efo/EFO_0030041,0.553
ukb-b-12722,"Non-cancer illness code, self-reported: uterine fibroids",Uterine leiomyoma,HP:0000131,http://purl.obolibrary.org/obo/HP_0000131,0.568
finn-b-Q17_CONGEN_MALFO_EYELID_LACRIMAL_APPARA_ORBIT,"Congenital malformations of eyelid, lacrimal apparatus and orbit",Eyelid malformation,ORPHANET.ORDO:98561,http://www.orpha.net/ORDO/Orphanet_98561,0.582
ukb-b-7869,Operation code: coronary angioplasty (ptca) +/- stent,percutaneous transluminal coronary angioplasty,EFO:0003951,http://www.ebi.ac.uk/efo/EFO_0003951,0.595
ukb-b-6616,"Diagnoses - secondary ICD10: K26.9 Unspecified as acute or chronic, without haemorrhage or perforation",peptic ulcer disease,MONDO:0004247,http://purl.obolibrary.org/obo/MONDO_0004247,0.575
ukb-b-8855,"Diagnoses - secondary ICD10: I95.9 Hypotension, unspecified",hypotension,EFO:0005251,http://www.ebi.ac.uk/efo/EFO_0005251,0.561
ukb-e-894_AFR,Duration of moderate activity,duration,EFO:0000433,http://www.ebi.ac.uk/efo/EFO_0000433,0.558
finn-b-N14_OTHNONINFUTER,"Other noninflammatory disorders of uterus, except cervix",inflammatory disease,EFO:0009903,http://www.ebi.ac.uk/efo/EFO_0009903,0.613
ukb-a-539,Diagnoses - main ICD10: I84 Haemorrhoids,hemorrhoid,EFO:0009552,http://www.ebi.ac.uk/efo/EFO_0009552,0.585
ukb-b-11045,"Diagnoses - secondary ICD10: M13.9 Arthritis, unspecified",arthritis,EFO:0005856,http://www.ebi.ac.uk/efo/EFO_0005856,0.551
ukb-b-2533,Operation code: lower limb surgery,Lower limb pain,HP:0012514,http://purl.obolibrary.org/obo/HP_0012514,0.568
ukb-b-8388,Started insulin within one year diagnosis of diabetes,insulin-resistant diabetes mellitus,EFO:0010164,http://www.ebi.ac.uk/efo/EFO_0010164,0.583
finn-b-M13_ARTHRITISNAS,Ohter specific/unspecified arthritis,arthritis,EFO:0005856,http://www.ebi.ac.uk/efo/EFO_0005856,0.594
ukb-e-K52_CSA,K52 Other non-infective gastro-enteritis and colitis,infectious colitis,EFO:1000035,http://www.ebi.ac.uk/efo/EFO_1000035,0.555
ukb-d-I9_K_CARDIAC,Death due to cardiac causes,heart disease,EFO:0003777,http://www.ebi.ac.uk/efo/EFO_0003777,0.583
ukb-e-6155_p2_CSA,Vitamin and mineral supplements,vitamin supplement exposure measurement,EFO:0009116,http://www.ebi.ac.uk/efo/EFO_0009116,0.596
ukb-e-3637_AFR,Frequency of other exercises in last 4 weeks,exercise,EFO:0000483,http://www.ebi.ac.uk/efo/EFO_0000483,0.573
finn-b-M13_CERVICOBRACHSDR,Cervicobrachial syndrome,syndromic disease,MONDO:0002254,http://purl.obolibrary.org/obo/MONDO_0002254,0.578
ukb-b-8707,Diagnoses - main ICD10: J22 Unspecified acute lower respiratory infection,respiratory tract infectious disorder,MONDO:0024355,http://purl.obolibrary.org/obo/MONDO_0024355,0.565
ukb-d-K61,Diagnoses - main ICD10: K61 Abscess of anal and rectal regions,Rectal abscess,HP:0005224,http://purl.obolibrary.org/obo/HP_0005224,0.591
finn-b-CD2_BENIGN_MELANOCYTIC_SCALPNECK,Melanocytic naevi of scalp and neck,Large congenital melanocytic nevus,ORPHANET.ORDO:626,http://www.orpha.net/ORDO/Orphanet_626,0.553
ukb-e-20003_p283_AFR,Treatment/medication code,treatment,EFO:0000727,http://www.ebi.ac.uk/efo/EFO_0000727,0.637
ukb-e-728_p1_CSA,Number of vehicles in household,household income,EFO:0009695,http://www.ebi.ac.uk/efo/EFO_0009695,0.551
finn-b-M13_FATPADHYPERTROPHY,Hypertrophy of (infrapatellar) fat pad,hypertrophy,EFO:0002460,http://www.ebi.ac.uk/efo/EFO_0002460,0.621
ukb-b-6445,Ever had hysterectomy (womb removed),hysterectomy,EFO:0003881,http://www.ebi.ac.uk/efo/EFO_0003881,0.595
finn-b-G6_MYOMUSCINOTH,Disorders of myonerural junction and muscle in diseases in classifeid elsewhere,muscular disease,EFO:0002970,http://www.ebi.ac.uk/efo/EFO_0002970,0.612
ukb-e-1349_AFR,Processed meat intake,mental process,EFO:0004323,http://www.ebi.ac.uk/efo/EFO_0004323,0.554
ieu-b-4977,Pneumonia (28 day death in critical care),pneumonia,EFO:0003106,http://www.ebi.ac.uk/efo/EFO_0003106,0.638
ukb-e-SBP_p3_CSA,"Systolic blood pressure, combined automated + manual reading, adjusted by medication",systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.6
ukb-e-2247_p2_EAS,Hearing difficulty/problems,Difficulty standing,HP:0003698,http://purl.obolibrary.org/obo/HP_0003698,0.592
ukb-b-4423,Diagnoses - secondary ICD10: B95.6 Staphylococcus aureus as the cause of diseases classified to other chapters,Staphylococcus aureus infection,EFO:0005681,http://www.ebi.ac.uk/efo/EFO_0005681,0.589
ukb-a-99,Non-cancer illness code  self-reported: eczema/dermatitis,atopic eczema,EFO:0000274,http://www.ebi.ac.uk/efo/EFO_0000274,0.588
finn-b-O15_DELIV_MULTIP,Multiple delivery,polyneuritis,MONDO:0021718,http://purl.obolibrary.org/obo/MONDO_0021718,0.577
ukb-a-483,Types of physical activity in last 4 weeks: None of the above,physical activity,EFO:0003940,http://www.ebi.ac.uk/efo/EFO_0003940,0.607
ukb-d-M79,"Diagnoses - main ICD10: M79 Other soft tissue disorders, not elsewhere classified",soft tissue disease,EFO:0009470,http://www.ebi.ac.uk/efo/EFO_0009470,0.591
ukb-e-100170_CSA,Fizzy drink intake,dizziness,EFO:0009847,http://www.ebi.ac.uk/efo/EFO_0009847,0.553
ukb-e-102330_CSA,Sweets intake,sweet syndrome,MONDO:0011959,http://purl.obolibrary.org/obo/MONDO_0011959,0.568
ukb-e-23116_CSA,Leg fat mass (left),left,EFO:0001658,http://www.ebi.ac.uk/efo/EFO_0001658,0.594
ukb-b-8720,"Non-cancer illness code, self-reported: pernicious anaemia",pernicious anemia,EFO:0005576,http://www.ebi.ac.uk/efo/EFO_0005576,0.573
ukb-e-23120_AFR,Arm fat mass (right),right,EFO:0001659,http://www.ebi.ac.uk/efo/EFO_0001659,0.575
ukb-e-2247_p2_CSA,Hearing difficulty/problems,Difficulty standing,HP:0003698,http://purl.obolibrary.org/obo/HP_0003698,0.592
ukb-b-6540,PCT responsible for patient data: NEWCASTLE PCT,Newcastle disease,EFO:0007395,http://www.ebi.ac.uk/efo/EFO_0007395,0.575
ukb-e-41245_p5_AFR,Main speciality of consultant (recoded),consultant,EFO:0001732,http://www.ebi.ac.uk/efo/EFO_0001732,0.592
ukb-b-5172,Operative procedures - main OPCS: Q22.1 Bilateral salpingoophorectomy,bilateral oophorectomy,EFO:0009717,http://www.ebi.ac.uk/efo/EFO_0009717,0.572
finn-b-R18_SYMPTOMS_SIGNS_INVOLVI_SPEECH_VOICE,Symptoms and signs involving speech and voice,sign or symptom,EFO:0003765,http://www.ebi.ac.uk/efo/EFO_0003765,0.616
ukb-d-22617_5241,"Job SOC coding: Electricians, electrical fitters",electrical current,EFO:0000388,http://www.ebi.ac.uk/efo/EFO_0000388,0.566
ukb-b-8136,Operative procedures - main OPCS: W38.1 Primary total prosthetic replacement of hip joint not using cement,total hip arthroplasty,EFO:0009806,http://www.ebi.ac.uk/efo/EFO_0009806,0.576
ukb-b-19438,Operation code: rectal or colon polypectomy,polyp of large intestine,MONDO:0021392,http://purl.obolibrary.org/obo/MONDO_0021392,0.551
ukb-e-20003_p143_CSA,Treatment/medication code,treatment,EFO:0000727,http://www.ebi.ac.uk/efo/EFO_0000727,0.637
ukb-d-N50,Diagnoses - main ICD10: N50 Other disorders of male genital organs,reproductive system disease,EFO:0000512,http://www.ebi.ac.uk/efo/EFO_0000512,0.587
ebi-a-GCST006100,Strenuous sports or other exercises,exercise,EFO:0000483,http://www.ebi.ac.uk/efo/EFO_0000483,0.6
ukb-e-1349_CSA,Processed meat intake,mental process,EFO:0004323,http://www.ebi.ac.uk/efo/EFO_0004323,0.554
ukb-b-16946,Diagnoses - secondary ICD10: R35 Polyuria,Polyuria,HP:0000103,http://purl.obolibrary.org/obo/HP_0000103,0.587
ukb-d-22601_21313058,"Job coding: it strategy or planning professional, computer consultant, software consultant",consultant,EFO:0001732,http://www.ebi.ac.uk/efo/EFO_0001732,0.561
finn-b-Z21_EXAM_OBSER_OTH_REASO,Examination and observation for other reasons,observational design,EFO:0000629,http://www.ebi.ac.uk/efo/EFO_0000629,0.559
ukb-e-100160_CSA,Low calorie drink intake,energy intake,EFO:0003939,http://www.ebi.ac.uk/efo/EFO_0003939,0.591
finn-b-O15_LABOUR_ABNORM_FORCES,Abnormalities of forces of labour,Abnormality of the dentition,HP:0000164,http://purl.obolibrary.org/obo/HP_0000164,0.581
finn-b-ST19_TOXIC_EFFECT_ALCOHOL,Toxic effect of alcohol,heavy metal poisoning,EFO:1001518,http://www.ebi.ac.uk/efo/EFO_1001518,0.584
finn-b-E4_DM1_STRICT,"Type 1 diabetes, strict (exclude DM2)",type 1 diabetes mellitus,MONDO:0005147,http://purl.obolibrary.org/obo/MONDO_0005147,0.608
ukb-b-10537,"Non-cancer illness code, self-reported: psoriasis",psoriasis,EFO:0000676,http://www.ebi.ac.uk/efo/EFO_0000676,0.617
ukb-e-728_p1_EAS,Number of vehicles in household,household income,EFO:0009695,http://www.ebi.ac.uk/efo/EFO_0009695,0.551
ukb-e-6140_p1_CSA,Heating type(s) in home,mating type,EFO:0001268,http://www.ebi.ac.uk/efo/EFO_0001268,0.566
ukb-b-9190,Operation code: bunion/hallus valgus surgery,Hallux valgus,HP:0001822,http://purl.obolibrary.org/obo/HP_0001822,0.566
ukb-e-6154_p6_AFR,"Medication for pain relief, constipation, heartburn",Constipation,HP:0002019,http://purl.obolibrary.org/obo/HP_0002019,0.552
ukb-e-41232_p1_MID,Administrative and legal statuses,administrator,EFO:0009743,http://www.ebi.ac.uk/efo/EFO_0009743,0.569
finn-b-H7_CONVERSTRAB,Convergent concomitant strabismus,Strabismus,HP:0000486,http://purl.obolibrary.org/obo/HP_0000486,0.603
ukb-d-S62,Diagnoses - main ICD10: S62 Fracture at wrist and hand level,wrist fracture,EFO:0009515,http://www.ebi.ac.uk/efo/EFO_0009515,0.588
ukb-e-41232_p1_AFR,Administrative and legal statuses,administrator,EFO:0009743,http://www.ebi.ac.uk/efo/EFO_0009743,0.569
ukb-a-428,Mouth/teeth dental problems: None of the above,Abnormality of the dentition,HP:0000164,http://purl.obolibrary.org/obo/HP_0000164,0.552
finn-b-O15_OTHER_MATERN_DIS_ELSEWHERE,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",pregnancy disorder,EFO:0009682,http://www.ebi.ac.uk/efo/EFO_0009682,0.606
ukb-b-19809,Fed-up feelings,Fish-eye disease,ORPHANET.ORDO:79292,http://www.orpha.net/ORDO/Orphanet_79292,0.572
ukb-b-18798,"Type of cancer: ICD10: C34.1 Upper lobe, bronchus or lung",bronchus cancer,MONDO:0001672,http://purl.obolibrary.org/obo/MONDO_0001672,0.565
ukb-e-6154_p7_AFR,"Medication for pain relief, constipation, heartburn",Constipation,HP:0002019,http://purl.obolibrary.org/obo/HP_0002019,0.552
finn-b-AB1_RESP_TUBERCU_CONF,"Respiratory tuberculosis, bacteriologically and histologically confirmed","cytological, histological or immunological finding",EFO:0010677,http://www.ebi.ac.uk/efo/EFO_0010677,0.554
finn-b-M13_DORSOPATHY,Dorsopathies,rheumatic disease,EFO:0005755,http://www.ebi.ac.uk/efo/EFO_0005755,0.583
ukb-e-B96_AFR,B96 Other bacterial agents as the cause of diseases classified to other chapters,bacterial disease,EFO:0000771,http://www.ebi.ac.uk/efo/EFO_0000771,0.581
ukb-d-G57,Diagnoses - main ICD10: G57 Mononeuropathies of lower limb,diabetic neuropathy,EFO:1000783,http://www.ebi.ac.uk/efo/EFO_1000783,0.554
finn-b-ST19_OPEN_WOUND_LOWER_LEG,Open wound of lower leg,injury,EFO:0000546,http://www.ebi.ac.uk/efo/EFO_0000546,0.55
